x;y;z
-1.903277;-0.08588123;2.525061
-1.893435;-0.08503324;2.522012
-1.872142;-0.08284277;2.490657
-1.848421;-0.08029082;2.447942
-1.848421;-0.08029082;2.447942
-1.848421;-0.08029082;2.447942
-1.848421;-0.08029082;2.447942
-1.956299;-0.6983585;2.349251
-1.935472;-0.6951675;2.319285
-1.926575;-0.6939393;2.309544
-1.83488;-0.5286915;2.272634
-1.792579;-0.5286642;2.254319
-1.768547;-0.5287151;2.255543
-1.751966;-0.5287753;2.260793
-1.741542;-0.5287935;2.260622
-1.747299;-0.5287482;2.254546
-1.753669;-0.5287061;2.249207
-1.757511;-0.528689;2.247437
-1.764383;-0.5286993;2.251449
-1.77286;-0.5287079;2.255668
-1.816685;-0.5287207;2.271911
-1.816685;-0.5287207;2.271911
-1.992585;-0.69803;2.334333
-1.982332;-0.6988187;2.338754
-1.917478;-0.6941962;2.33389
-1.916288;-0.6944104;2.341163
-1.902123;-0.6930767;2.339743
-1.879171;-0.697884;2.338511
-1.820997;-0.5289676;2.316499
-1.816548;-0.5289807;2.317396
-1.816334;-0.5289445;2.310982
-1.817298;-0.5289338;2.309418
-1.813668;-0.5289347;2.308384
-1.810296;-0.5289284;2.306217
-1.80828;-0.5289563;2.310451
-1.808053;-0.5289808;2.314686
-1.808053;-0.5289808;2.314686
-1.808053;-0.5289808;2.314686
-1.713049;-0.5293264;2.34478
-1.742811;-0.5288845;2.276943
-1.781908;-0.5287841;2.271888
-1.803856;-0.5286981;2.263857
-1.813294;-0.5286472;2.257971
-1.823175;-0.5285617;2.246168
-1.823175;-0.5285617;2.246168
-1.823175;-0.5285617;2.246168
-1.823175;-0.5285617;2.246168
-2.056726;-0.07096363;2.117457
-2.070033;-0.03133534;2.063542
-2.125398;-0.033452;2.041972
-2.129085;-0.03348422;2.029237
-2.129085;-0.03348422;2.029237
-2.129085;-0.03348422;2.029237
-2.640641;-0.2653461;1.361085
-2.55878;-0.2274355;1.445629
-2.579344;-0.2179334;1.561776
-2.571513;-0.2139862;1.592789
-2.571512;-0.213986;1.592789
-2.571515;-0.2139873;1.592789
-2.571514;-0.2139871;1.592789
-2.128881;-0.03178918;1.990574
-2.1354;-0.03207134;1.988836
-2.124616;-0.03192195;1.998996
-2.124721;-0.03167588;1.993213
-2.118428;-0.031877;2.005761
-2.032399;-0.02713773;2.005349
-2.02062;-0.02681853;2.012864
-2.011795;-0.0276254;2.042512
-2.015877;-0.02840084;2.055173
-2.13798;-0.03710112;2.101075
 ; ; 
 ; ; 
 ; ; 
 ; ; 
-2.342864;-0.08836278;2.157152
-2.343412;-0.08859304;2.15716
-2.342317;-0.08813328;2.157144
-2.34122;-0.08767271;2.157127
-1.901947;-0.08613968;2.511539
-1.907935;-0.0866496;2.513034
-1.908752;-0.08688159;2.524367
-1.905955;-0.0864778;2.512326
-1.924731;-0.08893678;2.575944
-1.917542;-0.08833417;2.574789
-1.911064;-0.0877593;2.571565
-1.926591;-0.08904962;2.573289
-1.926751;-0.08886287;2.559609
-1.926713;-0.08885436;2.559234
-1.929749;-0.08915144;2.562638
-1.929749;-0.08915144;2.562638
-1.912608;-0.08741949;2.539684
-1.882591;-0.08456326;2.511596
-1.890893;-0.08533128;2.51786
-1.891423;-0.08538523;2.518596
-1.924541;-0.08861382;2.554886
-1.931112;-0.08928902;2.564456
-1.935594;-0.08971581;2.568671
-1.934209;-0.0895493;2.564999
-1.940059;-0.09004375;2.566211
-1.942832;-0.09025276;2.565055
-1.946799;-0.090653;2.570324
-1.951014;-0.09101143;2.571348
-1.951517;-0.09099354;2.567316
-1.958149;-0.09145407;2.561848
-1.939534;-0.08963257;2.540984
-1.939534;-0.08963257;2.540984
-1.939534;-0.08963257;2.540984
-2.101785;-0.1624099;2.179176
-2.101785;-0.1624095;2.179176
-2.101785;-0.1624094;2.179176
-1.971739;-0.05738185;2.079095
-1.971739;-0.05738185;2.079095
-1.939634;-0.7274823;1.455679
-1.975089;-0.720047;1.500368
-1.961663;-0.7220455;1.490916
-2.007862;-0.7176994;1.519261
-2.021851;-0.7139803;1.512056
-2.03471;-0.7159343;1.520746
-2.106699;-0.6947272;1.506902
-2.10184;-0.6948567;1.500719
-2.108662;-0.6950454;1.495962
-2.117851;-0.6955188;1.49129
-2.117905;-0.6954869;1.492666
-2.143242;-0.6963547;1.497672
-2.143242;-0.6963547;1.497672
-2.143242;-0.6963542;1.497672
-2.143242;-0.696354;1.497672
-2.143241;-0.6963539;1.497672
-2.143241;-0.6963537;1.497672
-2.143241;-0.6963534;1.497672
 ; ; 
-2.531093;-0.1980607;1.510489
-2.524285;-0.1970097;1.509991
-2.533347;-0.1976265;1.511081
-2.546138;-0.1997776;1.509317
-2.574193;-0.206525;1.503721
-2.577395;-0.2087493;1.501118
-2.576834;-0.2073614;1.50283
-2.543996;-0.1992858;1.509706
-2.5023;-0.1879924;1.521219
-2.500029;-0.1889632;1.522198
-2.500962;-0.1884662;1.524697
-2.502154;-0.1878316;1.524738
-2.516153;-0.1857795;1.521902
-2.533217;-0.1975441;1.511915
-2.524828;-0.1858757;1.525925
-2.540037;-0.1866705;1.527321
-2.558669;-0.1938043;1.583074
-2.553828;-0.1948201;1.583781
-2.55159;-0.1948172;1.582997
-2.558354;-0.1925471;1.578939
-2.556986;-0.1932448;1.580307
-2.547798;-0.1940938;1.57826
-2.542916;-0.195388;1.580602
-2.541307;-0.1948917;1.578439
-2.548043;-0.189641;1.563438
-2.551279;-0.1895452;1.564406
-2.548579;-0.1879841;1.558151
-2.548374;-0.1878883;1.558176
-2.244856;-0.1165127;1.541334
-2.234324;-0.1164192;1.544309
-2.234075;-0.1164363;1.546563
-2.243657;-0.1261702;1.550827
-2.26085;-0.1334818;1.55705
-2.255185;-0.1245096;1.55503
-2.279778;-0.1347691;1.563932
-2.279778;-0.1347691;1.563932
-2.279778;-0.1347691;1.563932
-2.279778;-0.1347691;1.563932
-2.279778;-0.1347691;1.563932
-2.279778;-0.1347691;1.563932
-2.279778;-0.1347691;1.563932
-2.279778;-0.1347691;1.563932
-1.92147;-0.05104896;2.009911
-1.91852;-0.0503021;2.016469
-1.916118;-0.0534063;2.021201
-1.914436;-0.04825725;2.025712
-2.012244;-0.02521288;1.98655
-1.995086;-0.02415097;1.983789
-1.996325;-0.02425674;1.984657
-1.986395;-0.02353165;1.980521
-1.990724;-0.02376392;1.980399
-2.056033;-0.02840421;2.004649
-2.072302;-0.02969857;2.013868
-2.060833;-0.02897483;2.011703
-2.046721;-0.02804181;2.008062
-2.114795;-0.03615093;2.108475
-2.11047;-0.03582698;2.106488
-2.105779;-0.03534184;2.10126
-2.112612;-0.03582598;2.103765
-2.101014;-0.03497137;2.098758
-2.094847;-0.03516074;2.110877
-1.938229;-0.09000897;2.575174
-1.931718;-0.08975488;2.594368
-1.931521;-0.08999509;2.612099
-1.926897;-0.08993351;2.617872
-1.914722;-0.08871624;2.602205
-1.923097;-0.08929387;2.594916
-1.928934;-0.08960401;2.583419
-1.928976;-0.08951241;2.576809
-1.938026;-0.090285;2.579263
-1.937485;-0.09016676;2.574105
-1.944517;-0.09072548;2.573114
-1.940639;-0.09031206;2.566337
-1.931722;-0.08943456;2.555839
-1.929255;-0.08921064;2.554256
-1.929159;-0.0891396;2.549853
-1.926375;-0.08878843;2.541206
-1.92276;-0.08839157;2.534086
-1.919813;-0.0880408;2.526399
-1.920813;-0.08796875;2.515718
-1.928113;-0.08860061;2.5183
-1.928488;-0.08858345;2.514988
-1.922829;-0.08801438;2.507476
-1.922829;-0.08801438;2.507476
-1.904544;-0.09002852;2.448756
-1.95117;-0.1260813;2.460219
-1.962698;-0.1308996;2.463031
-1.969047;-0.1346817;2.464586
-1.971453;-0.1385294;2.465188
-1.972327;-0.1428556;2.465422
-1.978206;-0.1462225;2.466861
-1.977438;-0.1459606;2.466674
-1.977438;-0.1459606;2.466674
-1.977438;-0.1459606;2.466674
-1.977438;-0.1459606;2.466674
-1.946128;-0.02946946;1.960794
-1.948445;-0.033409;1.955096
-1.947584;-0.03456187;1.956787
-1.947636;-0.03393269;1.956775
-1.947346;-0.03238676;1.957661
-1.946512;-0.02938637;1.959969
-1.943867;-0.02425876;1.966576
-1.944774;-0.02106737;1.968267
-1.949612;-0.02154562;1.973176
-1.94445;-0.02113062;1.970136
-1.925209;-0.03186551;2.006049
-1.927565;-0.02835552;2.001479
-1.928662;-0.02402347;1.999792
-1.928797;-0.02411087;1.999484
-1.928933;-0.02317069;1.999341
-1.933732;-0.02205424;2.005024
-1.942471;-0.02311218;2.018371
-1.950912;-0.02419946;2.032773
-1.949847;-0.0236534;2.021523
-1.949847;-0.0236534;2.021523
-1.949847;-0.0236534;2.021523
-1.889986;-0.08556327;2.523107
-1.927986;-0.08864041;2.521788
-1.908232;-0.08698013;2.518253
-1.913089;-0.08747864;2.525398
-1.921538;-0.08838391;2.540482
-1.926216;-0.08864927;2.53243
-1.926216;-0.08864927;2.53243
-1.926216;-0.08864927;2.53243
-1.926216;-0.08864927;2.53243
-1.926216;-0.08864927;2.53243
-1.926216;-0.08864927;2.53243
-1.926216;-0.08864927;2.53243
-1.926216;-0.08864927;2.53243
-1.926216;-0.08864927;2.53243
-1.812637;-0.5290024;2.244363
-1.815205;-0.5290011;2.244989
-1.818561;-0.5289801;2.242347
-1.817252;-0.5290036;2.246118
-1.821527;-0.5289958;2.246154
-1.820254;-0.5290124;2.248734
-1.818937;-0.5290093;2.247755
-1.821168;-0.5290061;2.247897
-1.833248;-0.5289186;2.236239
-1.834703;-0.5288492;2.224295
-1.834703;-0.5288492;2.224295
-1.834703;-0.5288492;2.224295
-2.17525;-0.03704381;2.054203
-2.246146;-0.04027058;2.038747
-2.246146;-0.04027058;2.038747
-2.246146;-0.04027058;2.038747
-2.740947;-0.2856605;1.3943
-2.612365;-0.2238517;1.455654
-2.519811;-0.1929287;1.509811
-2.526556;-0.1984849;1.567798
-2.540989;-0.2030751;1.581867
-2.54193;-0.2036188;1.581774
-2.540989;-0.203075;1.581867
-2.540048;-0.202531;1.581961
-2.54095;-0.2030523;1.581871
-2.135106;-0.03377654;2.029951
-2.137521;-0.03338613;2.017957
-2.123441;-0.03270777;2.020166
-2.121722;-0.03338347;2.037821
-2.131968;-0.03462525;2.053357
-2.116377;-0.03390057;2.056411
-2.107013;-0.03377141;2.06526
-2.115957;-0.03565684;2.08584
-2.107029;-0.03517906;2.086098
-2.102925;-0.03575704;2.10447
-2.337179;-0.09644061;2.173065
-2.328557;-0.09601884;2.164383
-2.202599;-0.0435349;2.157537
-2.206045;-0.04399543;2.163756
-2.33561;-0.09757736;2.172759
-2.33637;-0.102636;2.180398
-2.336924;-0.1028848;2.180405
-2.337476;-0.103133;2.180413
-1.926364;-0.08904827;2.538393
-1.916514;-0.08807805;2.52695
-1.907673;-0.08745;2.533152
-1.932631;-0.08977535;2.553119
-1.933349;-0.09018689;2.577075
-1.927587;-0.08971253;2.576696
-1.914313;-0.08838144;2.559675
-1.919672;-0.08887906;2.563852
-1.924635;-0.08934163;2.567834
-1.927069;-0.08937928;2.556947
-1.942034;-0.09059894;2.557086
-1.956086;-0.09186076;2.56511
-1.960762;-0.09226894;2.566992
-1.944458;-0.09068939;2.549842
-1.94373;-0.09058562;2.546822
-1.93902;-0.09023476;2.549014
-1.950614;-0.09125713;2.554372
-1.932904;-0.08960204;2.539862
-1.932904;-0.08960204;2.539862
-1.934776;-0.08975855;2.540139
-1.937081;-0.08999284;2.543313
-1.944893;-0.09063569;2.543797
-1.959661;-0.09171316;2.535368
-1.968096;-0.09216494;2.519461
-1.972942;-0.09245747;2.512554
-1.97839;-0.09284264;2.508613
-1.974672;-0.09246042;2.503206
-1.969994;-0.09205167;2.5013
-1.969584;-0.09209893;2.50677
-1.968897;-0.0920648;2.50825
-1.967887;-0.09199242;2.508911
-1.96131;-0.09138998;2.504349
-1.961001;-0.09140292;2.506938
-1.957938;-0.09163547;2.539609
-1.957685;-0.09168392;2.544297
-1.955398;-0.09154049;2.547187
-1.944528;-0.09061448;2.544369
-1.943611;-0.09055434;2.545357
-1.946218;-0.0908239;2.549255
-1.952461;-0.09132963;2.549097
-1.94742;-0.09081097;2.541739
-1.943518;-0.0904718;2.54027
-1.952713;-0.09127897;2.544266
-1.952717;-0.09128378;2.544574
-1.943776;-0.09039757;2.53381
-1.941779;-0.09007663;2.523061
-1.938444;-0.08979511;2.522377
-1.950785;-0.09074064;2.518398
-1.950785;-0.09074064;2.518398
-1.950785;-0.09074064;2.518398
-1.950785;-0.09074064;2.518398
-1.950785;-0.09074064;2.518398
-1.950785;-0.09074064;2.518398
-1.950785;-0.09074064;2.518398
-2.07594;-0.6994963;1.459286
-2.06199;-0.6989995;1.454479
-2.064163;-0.699421;1.458277
-2.064163;-0.699421;1.458277
-2.093761;-0.7028739;1.489726
-2.121334;-0.7020025;1.512431
 ; ; 
-2.142954;-0.7006018;1.508853
-2.142954;-0.7006027;1.508853
-2.142955;-0.7006034;1.508853
-2.142955;-0.7006046;1.508853
-2.142955;-0.7006053;1.508853
-2.142956;-0.7006062;1.508853
-2.142956;-0.7006071;1.508853
-2.582815;-0.2042238;1.540341
 ; ; 
 ; ; 
-2.529495;-0.1847713;1.540103
-2.530586;-0.185556;1.544635
-2.519196;-0.1872038;1.545046
-2.51503;-0.188733;1.548345
-2.50582;-0.1899281;1.546488
-2.501677;-0.1893383;1.54055
-2.503019;-0.1887124;1.539408
-2.510146;-0.1862373;1.535007
-2.510321;-0.1851876;1.530403
-2.509045;-0.1841747;1.525929
-2.513843;-0.1848015;1.532047
-2.525537;-0.1846156;1.538089
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
-2.004956;-0.02718337;2.039009
-2.004956;-0.02718337;2.039009
-2.004956;-0.02718337;2.039009
 ; ; 
-1.980221;-0.02606115;2.044317
-1.980221;-0.02606115;2.044317
-1.974865;-0.02326836;1.986902
-1.956802;-0.02211694;1.983156
-1.938574;-0.02212086;1.977984
-1.939096;-0.0225578;1.976774
-2.238229;-0.04231949;2.093507
-2.203815;-0.03991963;2.081634
-2.143809;-0.035724;2.060678
-2.166564;-0.03742523;2.071156
-2.165116;-0.03767836;2.078787
-2.165389;-0.03824717;2.091509
-2.165389;-0.03824717;2.091509
-2.165389;-0.03824717;2.091509
-1.98295;-0.09345526;2.554687
-1.949611;-0.09048367;2.53683
-1.93124;-0.08877045;2.521797
-1.946852;-0.0902385;2.5354
-1.933134;-0.08932462;2.549225
-1.930796;-0.0892624;2.557982
-1.919369;-0.08834553;2.558834
-1.902595;-0.08673009;2.541605
-1.910792;-0.08751485;2.549708
-1.90712;-0.08714223;2.544628
-1.920164;-0.08838141;2.556859
-1.931698;-0.08943833;2.565022
-1.919952;-0.08821756;2.546813
-1.901055;-0.08636992;2.525505
-1.892996;-0.085604;2.517928
-1.89692;-0.08595532;2.520134
-1.89692;-0.08595532;2.520134
-1.84375;-0.08044617;2.438882
-1.843695;-0.09264484;2.434082
-1.846501;-0.09978393;2.434797
-1.846595;-0.1005099;2.434823
-1.847427;-0.100956;2.435026
-1.861401;-0.1187327;2.438496
-1.867926;-0.1287367;2.440125
-1.871062;-0.133852;2.440909
-1.875441;-0.1389693;2.441994
-1.879665;-0.1409419;2.443025
-1.880771;-0.1406824;2.443292
-1.880195;-0.1408046;2.443153
-1.878891;-0.1403431;2.442835
-1.879518;-0.1403335;2.442987
-1.881536;-0.1407595;2.443477
-1.882994;-0.1375117;2.443813
-1.883555;-0.1358194;2.44394
-1.882299;-0.1361608;2.443638
-1.875938;-0.1378339;2.442108
-1.87564;-0.135812;2.442026
-1.872802;-0.1353721;2.441338
-1.871824;-0.1312594;2.44108
-1.870721;-0.1325227;2.44082
-1.870179;-0.1328457;2.440691
-1.874155;-0.1304849;2.44164
-1.879349;-0.1318271;2.442903
-1.885788;-0.1324198;2.444463
-1.89158;-0.1330893;2.445867
-1.89158;-0.1330893;2.445867
-1.89158;-0.1330893;2.445867
-2.199454;-0.03951238;2.077761
-2.227071;-0.04136211;2.08554
-2.213581;-0.04072049;2.087755
-2.22068;-0.04125406;2.091089
-2.217913;-0.04120423;2.093421
-2.20519;-0.04021481;2.086687
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
-1.923948;-0.08798444;2.508568
-1.901553;-0.08608294;2.503057
-1.884576;-0.08442143;2.483801
-1.897581;-0.08513398;2.460162
-1.897779;-0.08525519;2.46736
-1.913962;-0.08678523;2.482026
-1.89704;-0.08629143;2.44695
-1.89704;-0.08629143;2.44695
-1.748974;-0.5289385;2.24422
-1.748974;-0.5289385;2.24422
-1.748974;-0.5289385;2.24422
-1.732038;-0.5288515;2.223217
-1.774362;-0.5289686;2.258315
-1.775537;-0.5289686;2.258749
-1.783873;-0.5289503;2.258487
-1.787668;-0.528946;2.25908
-1.790452;-0.5289341;2.258019
-1.794447;-0.5289295;2.258607
-1.796798;-0.5289448;2.262097
-1.798751;-0.528937;2.261434
-1.800569;-0.5289122;2.257755
-1.801954;-0.5289063;2.257232
-1.809502;-0.5288918;2.257358
-1.838299;-0.5288368;2.257936
-1.838299;-0.5288368;2.257936
-1.838299;-0.5288368;2.257936
-1.838299;-0.5288368;2.257936
 ; ; 
 ; ; 
 ; ; 
-2.488158;-0.2058822;1.477128
-2.451229;-0.1872633;1.511196
-2.46023;-0.1960113;1.495537
-2.459969;-0.1937064;1.534635
-2.458599;-0.2025461;1.554423
-2.45833;-0.2132278;1.582588
-2.459872;-0.214274;1.582332
-2.459873;-0.2142748;1.582332
-2.459873;-0.2142748;1.582332
-2.459873;-0.2142748;1.582332
-2.151658;-0.03394333;2.008175
-2.157567;-0.03464037;2.01673
-2.150682;-0.03443377;2.020561
-2.123605;-0.03365479;2.036398
-2.10889;-0.0333623;2.047987
-2.093537;-0.03287891;2.056019
-2.101202;-0.03324141;2.05477
-2.109178;-0.03420392;2.066806
-2.110204;-0.03475803;2.078158
-2.110204;-0.03475803;2.078158
-2.115148;-0.03636432;2.108623
-2.203552;-0.04179151;2.122616
-2.20323;-0.04227403;2.13401
-2.203962;-0.04317702;2.153677
-2.203962;-0.04317702;2.153677
-2.203962;-0.04317702;2.153677
-2.203962;-0.04317702;2.153677
-2.203962;-0.04317702;2.153677
-1.937585;-0.08933005;2.504145
-1.896567;-0.08645189;2.533858
-1.908589;-0.08772057;2.553438
-1.919349;-0.08871379;2.561487
-1.918756;-0.0885323;2.552613
-1.914984;-0.08825006;2.55417
-1.917933;-0.087874;2.550284
-1.920817;-0.08800177;2.543189
-1.926769;-0.08850594;2.5446
-1.940482;-0.08966599;2.547753
-1.942391;-0.08978078;2.545073
-1.940935;-0.08951719;2.535363
-1.940935;-0.08951719;2.535363
-2.339592;-0.2794296;2.37125
-2.085823;-0.160831;2.141843
-2.095425;-0.164409;2.171064
-2.021612;-0.097921;2.102179
-2.164068;-0.6774766;1.618232
-2.03791;-0.7136363;1.456931
-2.037013;-0.7154852;1.498782
 ; ; 
-2.071494;-0.7153352;1.527537
-2.068132;-0.7106305;1.501942
-2.143564;-0.7065208;1.505468
-2.147964;-0.7107154;1.523249
-2.152203;-0.7034664;1.528476
-2.161715;-0.6921503;1.523781
-2.16985;-0.6848395;1.519195
-2.198402;-0.6954854;1.513918
-2.217687;-0.6943442;1.518527
-2.217654;-0.6942648;1.518536
-2.217687;-0.6943442;1.518527
-2.217719;-0.6944235;1.518519
-2.217686;-0.694344;1.518527
-2.315748;-0.1160185;1.527429
 ; ; 
-2.626013;-0.2097006;1.544146
 ; ; 
 ; ; 
-2.583161;-0.2027746;1.535776
-2.583107;-0.2027455;1.535782
-2.505052;-0.1873872;1.54413
-2.502436;-0.1865605;1.539423
-2.488778;-0.1882899;1.537239
-2.484864;-0.1871326;1.532344
-2.515505;-0.1911396;1.52609
-2.531284;-0.1951777;1.521945
-2.565825;-0.2025225;1.519867
-2.563544;-0.2009895;1.525178
-2.613503;-0.2098773;1.53063
-2.613492;-0.2098725;1.530632
-2.613503;-0.2098773;1.53063
-2.225144;-0.1151326;1.538408
-2.21856;-0.1150632;1.538674
-2.21856;-0.1150632;1.538674
-2.21856;-0.1150632;1.538674
-2.21856;-0.1150632;1.538674
-2.21856;-0.1150632;1.538674
-2.330676;-0.1654071;2.306564
-2.349215;-0.1741483;2.355005
-2.32852;-0.1739079;2.315474
-2.329318;-0.1742321;2.315937
-2.320731;-0.1574436;2.271935
-2.073649;-0.03065242;2.053637
-2.05947;-0.0297817;2.051434
-2.041476;-0.02844951;2.043425
-2.060665;-0.0296012;2.045793
-2.092685;-0.03191203;2.058675
-2.061913;-0.03003694;2.054227
-1.98664;-0.02520382;2.037699
-2.019518;-0.02742158;2.047368
-2.041527;-0.02904963;2.057133
-2.026805;-0.02791032;2.049448
-2.008313;-0.02678137;2.046724
-2.008313;-0.02678137;2.046724
-2.008313;-0.02678137;2.046724
-1.930314;-0.08775167;2.510692
-1.92374;-0.08750252;2.529957
-1.934107;-0.08851498;2.54148
-1.933181;-0.08850677;2.546013
-1.921305;-0.0873948;2.536045
-1.879156;-0.08377421;2.522708
-1.854155;-0.08157578;2.511359
-1.83499;-0.07978079;2.495244
-1.825543;-0.07892819;2.489478
-1.799941;-0.07633105;2.454461
-1.799361;-0.07611614;2.443115
-1.806216;-0.07671717;2.446113
-1.829174;-0.07880342;2.461088
-1.840661;-0.07986683;2.46991
-1.84316;-0.0800547;2.468888
-1.839628;-0.07970828;2.464855
-1.833372;-0.07910311;2.458299
-1.829257;-0.07870287;2.453838
-1.831485;-0.07892275;2.456462
-1.830442;-0.07881083;2.454627
-1.827507;-0.07852104;2.451149
-1.825366;-0.07835725;2.45183
-1.829494;-0.07872565;2.454073
-1.826909;-0.07848427;2.451948
-1.8265;-0.07842024;2.449867
-1.828744;-0.07858852;2.44892
-1.83766;-0.07938917;2.454087
-1.84271;-0.07982697;2.455964
-1.850632;-0.08060724;2.465215
-1.850784;-0.08058797;2.463074
-1.851737;-0.08077009;2.470161
-1.852682;-0.08087568;2.472105
-1.85929;-0.08151276;2.478898
-1.866501;-0.086926;2.440415
-1.883034;-0.09323692;2.444443
-1.897029;-0.1023147;2.44787
-1.902368;-0.1072745;2.449185
-1.908698;-0.1127817;2.450742
-1.911706;-0.119652;2.451502
-1.912381;-0.1212613;2.451673
-1.92727;-0.1319948;2.455324
-1.937709;-0.138451;2.457879
-1.940686;-0.1535482;2.458672
-1.943131;-0.1604057;2.459296
-1.949793;-0.1671124;2.460939
-1.949793;-0.1671124;2.460939
-2.138618;-0.03625497;2.100744
-2.127112;-0.0345965;2.077113
-2.128707;-0.03481875;2.080214
-2.139988;-0.03571406;2.086613
-2.156417;-0.03728139;2.10198
-2.161034;-0.03820507;2.117389
-2.148537;-0.03795786;2.127384
-2.148537;-0.03795786;2.127384
-2.148537;-0.03795786;2.127384
-1.9971;-0.09274635;2.481624
-1.891619;-0.08405486;2.473235
-1.880096;-0.08307478;2.470243
-1.875651;-0.08274892;2.472626
-1.887216;-0.08380872;2.480773
-1.888185;-0.08397233;2.486516
-1.889311;-0.08390164;2.475546
-1.902765;-0.08525571;2.49322
-1.922357;-0.08722989;2.519112
-1.919377;-0.08696498;2.517565
-1.92184;-0.08722758;2.521793
-1.927368;-0.08774459;2.526403
-1.927925;-0.08783981;2.529774
-1.970172;-0.09192431;2.573949
-1.984829;-0.09328167;2.585232
-1.993225;-0.09396257;2.585163
-1.985916;-0.09323728;2.576262
-1.979731;-0.09263748;2.56967
-1.978245;-0.09245652;2.565598
-1.971548;-0.09125295;2.520988
-1.973527;-0.09155717;2.530692
-1.971789;-0.09146431;2.533957
-1.978702;-0.09229019;2.551834
-1.978399;-0.09230398;2.554433
-1.976317;-0.09213869;2.554693
-1.969258;-0.09152819;2.55218
-1.957505;-0.09045292;2.544019
-1.945512;-0.08935797;2.535847
-1.933764;-0.08822969;2.524073
-1.933764;-0.08822969;2.524073
-1.900657;-0.08502431;2.489151
-1.866205;-0.1045314;2.440429
-1.8682;-0.1289485;2.44103
-1.865949;-0.1687716;2.440679
-1.865949;-0.1687716;2.440679
-1.899185;-0.3614023;2.469538
-1.744055;-0.5281278;2.320247
-1.730682;-0.5279101;2.279363
-1.736201;-0.5281336;2.273238
-1.787032;-0.5279882;2.26519
-1.787932;-0.5279636;2.261229
-1.788117;-0.5279629;2.261169
-1.793783;-0.5279758;2.265327
-1.796882;-0.5279715;2.265613
-1.800972;-0.5279441;2.262241
-1.8001;-0.5279022;2.25468
-1.831734;-0.5277376;2.236789
-1.831734;-0.5277376;2.236789
-1.831734;-0.5277376;2.236789
-2.053316;-0.02979286;2.059113
-2.04825;-0.02825433;2.03014
-2.04825;-0.02825433;2.03014
-2.04825;-0.02825433;2.03014
-2.04825;-0.02825433;2.03014
-2.463772;-0.1954894;1.555642
-2.46;-0.1999729;1.571615
-2.471056;-0.1913281;1.548983
-2.500108;-0.1856627;1.538976
-2.509149;-0.1827326;1.549895
-2.509149;-0.1827326;1.549895
-2.509149;-0.1827326;1.549895
-2.509149;-0.1827326;1.549895
-2.145658;-0.03187065;1.990598
-2.145658;-0.03187065;1.990598
-2.126935;-0.03266795;2.032489
-2.104779;-0.0311338;2.025132
-2.09149;-0.03115261;2.042295
-2.09149;-0.03115261;2.042295
-2.094322;-0.03255461;2.070942
-2.087682;-0.0323732;2.075133
-2.087682;-0.0323732;2.075133
-2.203429;-0.04203737;2.151455
-2.195071;-0.04207383;2.162817
-2.190161;-0.04203346;2.168071
-2.190707;-0.0423819;2.175387
-2.189123;-0.04206896;2.17019
-2.323446;-0.09883353;2.181014
-2.323446;-0.09883344;2.181014
-2.323445;-0.09883311;2.181014
-2.323445;-0.09883308;2.181014
-1.922833;-0.08792533;2.541129
-1.931057;-0.08848101;2.533649
-1.929685;-0.08850116;2.54245
-1.923927;-0.08861169;2.581123
-1.943746;-0.09043252;2.595341
-1.923834;-0.08851732;2.575316
-1.916403;-0.08783677;2.570134
-1.916403;-0.08783677;2.570134
-1.914332;-0.08759935;2.565485
-1.918928;-0.08792959;2.562626
-1.92639;-0.08854707;2.563421
-1.936382;-0.08934274;2.562407
-1.938006;-0.08940485;2.557737
-1.954635;-0.09077972;2.559436
-1.953006;-0.0904869;2.548684
-1.953006;-0.0904869;2.548684
-1.953006;-0.0904869;2.548684
-1.953006;-0.0904869;2.548684
-2.117334;-0.115213;2.145347
-2.117334;-0.115213;2.145347
-2.117334;-0.115213;2.145347
-2.117334;-0.115213;2.145347
-2.021153;-0.7126632;1.513209
-2.02121;-0.712804;1.513128
-2.032272;-0.7203318;1.543283
-2.036806;-0.7132587;1.538674
-2.036912;-0.7135681;1.538564
-2.046791;-0.709172;1.534087
-2.055054;-0.7099835;1.537453
-2.101536;-0.6971324;1.526282
-2.104896;-0.6967286;1.520352
-2.136942;-0.7034637;1.511462
-2.152255;-0.695395;1.505011
-2.163757;-0.7059056;1.499184
-2.162145;-0.6883969;1.500555
-2.161058;-0.6928342;1.500936
-2.164329;-0.6848651;1.503385
-2.17742;-0.6865908;1.507421
-2.17742;-0.6865906;1.507421
-2.17742;-0.6865908;1.507421
 ; ; 
-2.526698;-0.1901017;1.579413
-2.526698;-0.1901018;1.579413
-2.610534;-0.2094311;1.510072
-2.610589;-0.2094474;1.513208
-2.605841;-0.2093508;1.515219
-2.565287;-0.201357;1.522687
-2.53124;-0.1933971;1.526407
-2.499437;-0.1834934;1.539544
-2.49334;-0.1882478;1.545416
-2.493538;-0.1883682;1.545378
-2.494674;-0.183767;1.535302
-2.516534;-0.1907889;1.5237
-2.506766;-0.1887885;1.521474
-2.50725;-0.1890637;1.521356
-2.26384;-0.1157174;1.543107
