x;y;z
-1.676168;-0.5427639;2.470409
-1.676168;-0.5427639;2.470409
-2.078751;-0.04219745;2.018121
-2.121834;-0.04060388;1.925869
-2.54453;-0.2373601;1.471062
-2.562044;-0.2575943;1.441454
-2.481534;-0.2127827;1.503497
-2.480751;-0.2024839;1.523771
-2.487319;-0.2058793;1.536158
-2.482477;-0.2102438;1.556201
-2.482304;-0.2101328;1.556246
 ; ; 
-2.093696;-0.04361984;2.01747
-2.106661;-0.04432911;2.017457
-2.041272;-0.04095083;2.022142
-2.034571;-0.0415438;2.044404
-2.027;-0.04263678;2.079371
-2.185151;-0.05433422;2.149842
-2.188969;-0.05517082;2.164396
-2.178144;-0.05489875;2.171834
-2.413517;-0.1470533;2.210875
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
-1.902339;-0.09786746;2.5393
-1.896224;-0.09746031;2.54588
-1.906032;-0.09846151;2.560385
-1.915612;-0.09889397;2.535293
-1.917326;-0.09918578;2.546237
-1.92885;-0.1002838;2.557641
-1.93233;-0.1006225;2.561596
-1.922821;-0.09976351;2.555576
-1.920017;-0.09937766;2.544259
-1.931792;-0.100408;2.549323
-1.940972;-0.1010973;2.545061
-1.938706;-0.1009055;2.544554
-1.945737;-0.1012701;2.529539
-1.935943;-0.1002006;2.510036
-1.927782;-0.09908749;2.477811
-1.927782;-0.09908749;2.477811
-1.927782;-0.09908749;2.477811
-1.927782;-0.09908749;2.477811
-1.927782;-0.09908749;2.477811
-2.009525;-0.7432961;1.57876
-2.009525;-0.7432961;1.57876
-2.023021;-0.7441117;1.608297
-1.987981;-0.740755;1.653111
-1.980608;-0.7407364;1.652282
-1.990741;-0.7387396;1.656867
-1.994125;-0.7309764;1.672269
-2.094693;-0.7139427;1.69548
-2.100294;-0.7128791;1.695307
-2.113708;-0.7099742;1.687019
-2.130642;-0.7075695;1.68098
-2.130642;-0.7075694;1.68098
-2.130642;-0.7075693;1.68098
-2.130642;-0.7075695;1.68098
-2.130642;-0.7075694;1.68098
-2.536411;-0.2075737;1.573989
-2.521657;-0.2053811;1.526
-2.594878;-0.2295402;1.506545
-2.614814;-0.2275502;1.50143
-2.60214;-0.2288688;1.502064
-2.531835;-0.2087037;1.521017
-2.505528;-0.2035559;1.532339
-2.491464;-0.2052217;1.538771
-2.482739;-0.2061603;1.542338
-2.480487;-0.206846;1.545226
-2.485878;-0.2066164;1.544577
-2.486399;-0.2054838;1.53959
-2.49292;-0.2044394;1.535406
-2.492224;-0.2032951;1.530286
-2.491757;-0.2024107;1.525151
-2.509825;-0.2061209;1.521296
-2.509824;-0.2061202;1.521296
-2.237104;-0.1285412;1.544038
-2.231752;-0.1285138;1.548027
-2.235557;-0.134823;1.55221
-2.238413;-0.1467799;1.553198
-2.289049;-0.1782312;1.57149
-2.289049;-0.1782312;1.57149
-2.289049;-0.1782312;1.57149
-2.289049;-0.1782312;1.57149
-1.92432;-0.04239136;2.026276
-1.922537;-0.04989265;2.028941
-1.922094;-0.05364977;2.029295
-1.931195;-0.06066826;2.008311
-1.949579;-0.06883045;1.9669
-1.948966;-0.07209501;1.967706
-1.949734;-0.07082504;1.966239
-1.950059;-0.06649779;1.966234
-1.948982;-0.05301383;1.970778
-1.947821;-0.03944598;1.975516
-1.946195;-0.03754458;1.979371
-1.942913;-0.03968066;1.985963
-1.94049;-0.04250072;1.990788
-1.93783;-0.04363188;1.996403
-1.93783;-0.04363188;1.996403
-1.93783;-0.04363188;1.996403
-1.925046;-0.100776;2.615393
-1.911304;-0.09966446;2.616035
-1.900565;-0.09863436;2.604906
-1.929816;-0.1005671;2.57237
-1.928741;-0.1005623;2.578325
-1.939937;-0.1016461;2.590631
-1.937916;-0.1014403;2.58768
-1.929013;-0.1005129;2.573177
-1.913295;-0.09886235;2.546623
-1.91027;-0.09851694;2.539514
-1.911297;-0.0985226;2.533891
-1.91721;-0.09883755;2.521864
-1.938046;-0.1006197;2.527861
-1.969715;-0.1033066;2.535407
-1.972798;-0.1035382;2.53398
-1.976192;-0.1038904;2.539407
-1.966844;-0.1030599;2.534494
-1.966899;-0.1029423;2.525709
-1.966899;-0.1029423;2.525709
-1.973635;-0.1032692;2.509715
-1.966348;-0.1028268;2.520631
-1.968678;-0.1030383;2.522186
-1.968678;-0.1030383;2.522186
-1.968678;-0.1030383;2.522186
-1.968678;-0.1030383;2.522186
-1.968678;-0.1030383;2.522186
-1.968678;-0.1030383;2.522186
-2.230983;-0.04789791;1.941655
-2.248002;-0.048917;1.943695
-2.263646;-0.05011189;1.951606
-2.271382;-0.05090117;1.960155
-2.271382;-0.05090117;1.960155
-1.987337;-0.07889141;1.88275
-1.987276;-0.07644618;1.88328
-1.987073;-0.07413831;1.884097
-1.985555;-0.07324621;1.887551
-1.984732;-0.07361951;1.889283
-1.983392;-0.07191232;1.892483
-1.983077;-0.07070681;1.893365
-1.982869;-0.0691168;1.894075
-1.969559;-0.03397885;1.950881
-1.961149;-0.03381297;1.95777
-1.969406;-0.0346349;1.966417
-1.986619;-0.03590666;1.974114
-1.993457;-0.03644274;1.977896
-1.99602;-0.03684905;1.984115
-1.99602;-0.03684905;1.984115
-1.99602;-0.03684905;1.984115
-1.906139;-0.09763578;2.500329
-1.906697;-0.09987071;2.454862
-1.881419;-0.09511846;2.464217
-1.876793;-0.09481442;2.469477
-1.876793;-0.09481442;2.469477
-1.894182;-0.09629937;2.474312
-1.910131;-0.09772032;2.482992
-1.915024;-0.09810206;2.481761
-1.915024;-0.09810206;2.481761
-1.915024;-0.09810206;2.481761
-1.915024;-0.09810206;2.481761
-1.915024;-0.09810206;2.481761
-1.915024;-0.09810206;2.481761
-1.946772;-0.1295588;2.464725
-1.940067;-0.1273689;2.463092
-1.936837;-0.1206266;2.462271
-1.934887;-0.1049364;2.461708
-1.932448;-0.1046669;2.461117
-1.914452;-0.1204982;2.456857
-1.898845;-0.1110026;2.453027
-1.896636;-0.1004828;2.452432
-1.908286;-0.09747842;2.476408
-1.897693;-0.09672188;2.484119
-1.897693;-0.09672188;2.484119
-1.897693;-0.09672188;2.484119
-1.897693;-0.09672188;2.484119
-1.605415;-0.5431758;2.492876
-1.619189;-0.5431394;2.490861
-1.638062;-0.5431417;2.498648
-1.644666;-0.5431205;2.496909
-1.650545;-0.5430989;2.494817
-1.677221;-0.5429809;2.481287
-1.677221;-0.5429809;2.481287
-1.677221;-0.5429809;2.481287
-1.677221;-0.5429809;2.481287
-1.677221;-0.5429809;2.481287
-1.677221;-0.5429809;2.481287
-1.677221;-0.5429809;2.481287
-1.677221;-0.5429809;2.481287
-2.49129;-0.2213508;1.49107
-2.470823;-0.2044192;1.51538
-2.450435;-0.2089749;1.535438
-2.451462;-0.2110373;1.54767
-2.460506;-0.2128015;1.571128
-2.457669;-0.2170772;1.589927
-2.457669;-0.2170774;1.589927
-2.116736;-0.04387225;2.003994
-2.110813;-0.04357915;2.004733
-2.109017;-0.04356155;2.006603
-2.116018;-0.04433002;2.015475
-2.125087;-0.04558451;2.032947
-2.12273;-0.04584739;2.042005
-2.019572;-0.03983739;2.033975
-2.013055;-0.04002531;2.046574
-2.016181;-0.04114205;2.068395
-2.026201;-0.04208194;2.077398
-2.02496;-0.0431274;2.103112
-2.02496;-0.0431274;2.103112
-2.326285;-0.09881359;2.157547
-2.39522;-0.1237111;2.172791
-2.395221;-0.1237113;2.172791
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
-1.925151;-0.1006132;2.563068
-1.925602;-0.1006616;2.563875
-1.927774;-0.1008045;2.561557
-1.929881;-0.100983;2.562052
-1.932377;-0.1011639;2.560542
-1.935522;-0.1013692;2.557072
-1.921315;-0.1000257;2.544044
-1.935718;-0.1013458;2.554357
-1.944327;-0.1020936;2.557677
-1.951786;-0.1027016;2.557794
-1.949945;-0.1025347;2.556601
-1.937446;-0.1013875;2.547545
-1.937446;-0.1013875;2.547545
-1.935051;-0.1009237;2.528964
-1.935051;-0.1009237;2.528964
-1.958958;-0.1143162;2.467965
-1.933691;-0.03585176;2.064119
-1.942975;-0.04881957;1.984534
-2.166528;-0.3752931;1.647858
-2.166529;-0.3752931;1.647858
-2.166529;-0.3752934;1.647858
-2.091227;-0.7436088;1.383447
-2.080364;-0.7031611;1.517968
 ; ; 
-2.067329;-0.7080104;1.516397
-2.062994;-0.7130764;1.52693
-2.06096;-0.7139532;1.526209
-2.068871;-0.707032;1.515763
-2.097139;-0.7081151;1.499021
-2.097139;-0.7081149;1.499021
-2.097105;-0.7080019;1.499036
-2.097105;-0.7080019;1.499036
-2.097105;-0.7080019;1.499036
-2.097105;-0.7080019;1.499036
-2.097038;-0.7077731;1.499067
-2.303062;-0.1290334;1.551052
-2.537582;-0.218659;1.529708
-2.590018;-0.2218614;1.524403
-2.606753;-0.2226339;1.52479
-2.586254;-0.2215153;1.528982
-2.555925;-0.2195402;1.538004
-2.540588;-0.2192614;1.544247
-2.521807;-0.2188134;1.550048
-2.516279;-0.2181766;1.543089
-2.533055;-0.2186927;1.539892
-2.550986;-0.2192608;1.536181
-2.570037;-0.2206224;1.527095
-2.569874;-0.2207586;1.521834
-2.554603;-0.2197217;1.527146
-2.573413;-0.2214263;1.557816
-2.575773;-0.2213609;1.555007
-2.575773;-0.221361;1.555007
-2.101604;-0.04416963;2.051725
-2.101604;-0.04416963;2.051725
-2.06527;-0.04152356;2.036613
-2.06527;-0.04152356;2.036613
-2.06527;-0.04152356;2.036613
-1.918663;-0.09763642;2.483325
-1.989003;-0.1033122;2.479627
-1.914418;-0.09699133;2.461778
-1.893063;-0.09534371;2.468336
-1.888444;-0.09509122;2.477232
-1.867665;-0.09326294;2.46741
-1.858719;-0.09243244;2.46007
-1.84775;-0.09152243;2.458854
-1.857573;-0.09248058;2.470241
-1.874509;-0.09401284;2.481274
-1.899408;-0.0964354;2.509708
-1.918178;-0.09790783;2.505692
-1.918178;-0.09790783;2.505692
-2.021955;-0.0403832;2.065679
-2.055339;-0.04185607;2.05716
-2.035986;-0.04132184;2.06957
-2.062451;-0.04254398;2.064092
-2.085256;-0.04228173;2.028625
-2.093497;-0.04220489;2.016227
-2.053853;-0.0392141;1.997316
-2.036914;-0.03807923;1.992576
-2.037515;-0.03809182;1.992098
-2.037515;-0.03809182;1.992098
-2.037515;-0.03809182;1.992098
-2.037515;-0.03809182;1.992098
-2.037515;-0.03809182;1.992098
 ; ; 
-2.540968;-0.2100811;1.610909
-2.535797;-0.2107724;1.610564
-2.533312;-0.2115452;1.611403
-2.528565;-0.2120281;1.610743
-2.52978;-0.2104073;1.607492
-2.529782;-0.2104078;1.607492
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
-1.963475;-0.03551941;2.027214
-1.963475;-0.03551941;2.027214
-2.013074;-0.06867227;1.827656
-2.01465;-0.06873944;1.824209
-2.013714;-0.06680045;1.826566
-2.01402;-0.06468552;1.826241
-2.014015;-0.06336012;1.826468
-2.013515;-0.06516016;1.827265
-2.013219;-0.06293501;1.828273
-2.01436;-0.05951799;1.826341
-2.013753;-0.05900453;1.827748
-2.012568;-0.060077;1.830157
-1.96771;-0.03475389;2.00387
-1.968304;-0.03482796;2.004838
-1.980232;-0.0355902;2.007312
-1.989118;-0.03619011;2.009903
-1.994349;-0.03648695;2.010112
-1.993578;-0.03641018;2.009311
-2.00216;-0.03704531;2.013119
-2.05082;-0.04038912;2.028684
-2.080348;-0.04239361;2.037552
-2.092638;-0.04322661;2.041216
-2.087523;-0.04312865;2.045505
-2.087523;-0.04312865;2.045505
-2.087523;-0.04312865;2.045505
-2.087523;-0.04312865;2.045505
-1.924069;-0.09965219;2.596693
-1.931903;-0.09989579;2.568327
-1.915864;-0.09854725;2.565262
-1.912682;-0.0982423;2.561957
-1.93309;-0.09967607;2.545563
-1.92339;-0.09898125;2.552396
-1.921642;-0.09872286;2.544038
-1.910192;-0.09751225;2.524019
-1.909186;-0.09737089;2.519742
-1.925398;-0.09877947;2.526109
-1.919581;-0.09792128;2.498443
-1.919211;-0.09758598;2.497768
-1.919211;-0.09758598;2.497768
-1.919211;-0.09758598;2.497768
-1.637901;-0.5420231;2.474233
-1.634131;-0.5418984;2.448082
-1.634131;-0.5418984;2.448082
-1.623569;-0.5419538;2.455121
-1.630102;-0.5419922;2.465187
-1.63777;-0.5420195;2.473449
-1.63777;-0.5420195;2.473449
-1.63777;-0.5420195;2.473449
-1.791688;-0.3865331;2.620596
-1.843516;-0.6745484;2.844108
-1.835609;-0.6991777;2.83468
-1.808982;-0.7212375;2.748466
-1.791657;-0.7311193;2.729532
-1.774692;-0.7220984;2.683991
-1.718365;-0.5419452;2.48886
-1.712382;-0.541905;2.478645
-1.712978;-0.5418102;2.460034
-1.712371;-0.5417241;2.442754
-1.712371;-0.5417241;2.442754
-1.712297;-0.5413123;2.442661
-1.712297;-0.5413123;2.442661
-1.615681;-0.5412635;2.406416
-1.615572;-0.541166;2.38856
-1.613368;-0.5410942;2.374825
-1.613368;-0.5410942;2.374825
-1.581799;-0.5410424;2.356406
-1.572836;-0.5410178;2.349364
-1.568058;-0.5409379;2.333415
-1.576736;-0.5409947;2.346242
-1.584376;-0.5409206;2.334847
-1.588697;-0.5408683;2.326497
-1.591494;-0.5408186;2.318209
-1.593875;-0.5407785;2.311558
-1.59828;-0.540716;2.301356
-1.602444;-0.5406498;2.290405
-1.603246;-0.5406309;2.287172
-1.595666;-0.5406235;2.283693
-1.591972;-0.5406056;2.27936
-1.614224;-0.5402161;2.214429
-1.617119;-0.5402176;2.215508
-1.673863;-0.5399085;2.174998
-1.674257;-0.5399041;2.174305
-1.660338;-0.5400013;2.188154
-1.665354;-0.5399559;2.18126
-1.660006;-0.5399523;2.179088
-1.797036;-0.5394843;2.132208
-1.804777;-0.5394474;2.127651
-1.808764;-0.5394499;2.129227
-1.811635;-0.5394292;2.126267
-1.812174;-0.5394005;2.121149
-1.80843;-0.5393603;2.112756
-1.810406;-0.5393381;2.109222
-1.810203;-0.5393398;2.109497
-1.797695;-0.5395504;2.144481
-1.8043;-0.539575;2.150847
-1.806012;-0.5395883;2.153779
-1.807092;-0.5396197;2.159829
-1.806627;-0.5396664;2.168242
-1.804733;-0.5396761;2.169481
-1.796313;-0.5397574;2.18196
-1.777253;-0.5398792;2.198872
-1.777253;-0.5398792;2.198872
-1.777253;-0.5398792;2.198872
-1.556647;-0.542136;2.549342
-1.551788;-0.542173;2.554753
-1.567284;-0.5419833;2.524418
-1.578888;-0.5419438;2.520489
-1.603132;-0.5418954;2.518476
-1.610864;-0.5418875;2.519212
-1.618071;-0.5418801;2.51987
-1.630505;-0.5418706;2.521681
-1.630858;-0.5418283;2.51402
-1.707425;-0.5416979;2.51184
-1.707425;-0.5416979;2.51184
-1.707425;-0.5416979;2.51184
-2.182969;-0.113174;2.17966
-2.182969;-0.113174;2.17966
-2.216207;-0.04959412;2.04242
-2.101222;-0.0434393;2.046517
-2.112406;-0.04289086;2.019622
-2.688023;-0.2630978;1.341908
-2.627074;-0.2482782;1.408486
-2.518203;-0.2045097;1.535559
-2.536827;-0.2036646;1.545688
-2.520184;-0.2145829;1.579776
-2.520184;-0.214583;1.579776
-2.194121;-0.04820064;2.023531
-2.197236;-0.0488539;2.034769
-2.189994;-0.04888397;2.044715
-2.195823;-0.04897004;2.039278
-2.18758;-0.04864575;2.042249
-2.175644;-0.04829562;2.049332
-2.175644;-0.04829562;2.049332
-2.192183;-0.05045572;2.078525
-2.188563;-0.0507402;2.089771
-2.181347;-0.05070893;2.098254
-2.173162;-0.05045615;2.102814
-2.173162;-0.05045615;2.102814
-2.167503;-0.0508773;2.119847
-2.158157;-0.05037759;2.120142
-2.110126;-0.04803212;2.126835
-2.110126;-0.04803212;2.126835
-2.110126;-0.04803212;2.126835
-2.110126;-0.04803212;2.126835
-1.906074;-0.3606432;2.436224
-1.876985;-0.3917047;2.422539
-1.918918;-0.3641925;2.390436
-1.907811;-0.376923;2.382607
-1.984168;-0.6542032;2.425866
-1.972027;-0.7100556;2.429291
-1.938058;-0.7046834;2.427853
-1.897006;-0.7125525;2.419052
-1.798645;-0.5413728;2.390676
-1.701922;-0.5406478;2.313709
-1.721107;-0.5406982;2.329685
-1.716994;-0.5407225;2.33294
-1.676433;-0.5406894;2.313118
-1.676959;-0.5407094;2.317106
-1.678025;-0.540714;2.318304
-1.68081;-0.5407039;2.317326
-1.682713;-0.5406985;2.316937
-1.682713;-0.5406985;2.316937
-1.703507;-0.5406442;2.313544
-1.710887;-0.5406665;2.320248
-1.715771;-0.5406744;2.323388
-1.721772;-0.5406647;2.323545
-1.722357;-0.5406611;2.323044
-1.721351;-0.5406606;2.32261
-1.718113;-0.5406451;2.318582
-1.721786;-0.5407162;2.333333
-1.721786;-0.5407162;2.333333
-1.721786;-0.5407162;2.333333
-1.721786;-0.5407162;2.333333
-1.921732;-0.09911077;2.61411
-1.955822;-0.1013252;2.57409
-1.959325;-0.1015628;2.570668
-1.967296;-0.1021473;2.565984
-1.964818;-0.1018533;2.559586
-1.945585;-0.1002012;2.554004
-1.946283;-0.1001821;2.548682
-1.950237;-0.1006416;2.549994
-1.946466;-0.1003322;2.54993
-1.955628;-0.1011861;2.55736
-1.962123;-0.1017823;2.561969
-1.946099;-0.1002662;2.547358
-1.946559;-0.1002118;2.54079
-1.939461;-0.09958275;2.53735
-1.942491;-0.09986614;2.539878
-1.95589;-0.1010097;2.543227
-1.946508;-0.1001695;2.538052
-1.946472;-0.09989926;2.518968
-1.946472;-0.09989926;2.518968
-1.946472;-0.09989926;2.518968
-1.946472;-0.09989926;2.518968
-1.946472;-0.09989926;2.518968
-1.996402;-0.750806;1.587446
-1.970286;-0.7518834;1.582993
-1.949141;-0.7527582;1.627512
 ; ; 
-2.076187;-0.7160196;1.696237
-2.069366;-0.7169662;1.695327
-2.071528;-0.7160315;1.692988
-2.089511;-0.7130721;1.693452
-2.118551;-0.7070878;1.687111
-2.118552;-0.7070892;1.687111
-2.118552;-0.7070907;1.687111
-2.118553;-0.7070922;1.687111
-2.528335;-0.2175116;1.530907
-2.473211;-0.2091422;1.538946
-2.47321;-0.2091419;1.538946
-2.606879;-0.2211221;1.523551
-2.604027;-0.220894;1.519582
-2.585298;-0.2198357;1.520232
-2.587394;-0.2199109;1.519529
-2.561604;-0.2187808;1.522064
-2.554465;-0.2184251;1.521487
-2.557993;-0.218701;1.524751
-2.541986;-0.2179843;1.525873
 ; ; 
 ; ; 
 ; ; 
 ; ; 
-2.551272;-0.218546;1.529581
-2.269187;-0.127962;1.539571
-2.276491;-0.1281056;1.546394
-2.284591;-0.1282247;1.54923
-2.240883;-0.1276265;1.539158
-2.248966;-0.127812;1.549841
-2.21866;-0.1279083;1.546083
-2.21866;-0.1279083;1.546083
-2.21866;-0.1279083;1.546083
-2.21866;-0.1279083;1.546083
-2.21866;-0.1279083;1.546083
-2.12494;-0.0455665;2.065895
-2.164392;-0.04948677;2.106368
-2.169212;-0.04941547;2.098462
-2.161062;-0.04881693;2.095036
-2.100436;-0.04455398;2.073977
-2.043646;-0.04013059;2.044206
-2.038014;-0.0397664;2.042992
-2.04657;-0.04036976;2.046005
 ; ; 
-2.184676;-0.04824898;2.051194
-2.171546;-0.04750085;2.050723
-2.188178;-0.04887679;2.061323
-2.233279;-0.05191097;2.073785
-2.217056;-0.05097428;2.072915
-2.208036;-0.05013198;2.064923
-2.186969;-0.0487328;2.059527
-2.047048;-0.03949803;2.025026
-2.030661;-0.03860183;2.025316
-2.019591;-0.03797016;2.024898
-2.000477;-0.03668204;2.019562
-1.991847;-0.03575557;2.009099
-1.986506;-0.03527397;2.004769
-1.973856;-0.03415072;1.994915
-1.973856;-0.03415072;1.994915
-1.930421;-0.09936307;2.574527
-1.937815;-0.1001227;2.585562
-1.947186;-0.1010741;2.59873
-1.943148;-0.1007215;2.597163
-1.933855;-0.09977058;2.583557
-1.914341;-0.0977473;2.553118
-1.913303;-0.09763558;2.551207
-1.916762;-0.09783016;2.54488
-1.916939;-0.09777503;2.539905
-1.917401;-0.097812;2.539843
-1.922943;-0.09832937;2.544391
-1.925523;-0.09854214;2.544517
-1.936307;-0.09945041;2.546337
-1.937405;-0.09943661;2.538936
-1.938869;-0.09948221;2.533627
-1.931601;-0.0988068;2.527874
-1.942044;-0.09977588;2.536045
-1.940975;-0.09968376;2.535713
-1.940975;-0.09968376;2.535713
-1.940975;-0.09968376;2.535713
-1.940975;-0.09968376;2.535713
-1.940975;-0.09968376;2.535713
-1.972483;-0.03290145;1.967515
-1.95522;-0.03491034;1.960029
-1.955387;-0.03795005;1.959167
-1.955294;-0.03692095;1.959539
-1.954624;-0.03635913;1.961093
-1.953427;-0.03775373;1.963474
-1.954082;-0.03453165;1.962572
-1.962165;-0.0321694;1.96378
-1.983518;-0.03366117;1.97097
-1.992848;-0.03422299;1.972011
-2.218607;-0.05061863;2.062601
-2.223368;-0.05087419;2.062404
-2.226098;-0.05099621;2.06172
-2.231803;-0.05142784;2.064412
-2.241945;-0.05229627;2.071563
-2.242957;-0.05246882;2.074283
-2.24318;-0.05264306;2.078064
-2.331803;-0.07780196;2.127107
-2.345256;-0.07543468;2.152053
 ; ; 
-2.245061;-0.05354993;2.096807
-2.349505;-0.100984;2.191339
-2.349505;-0.1009842;2.191339
-2.349504;-0.1009839;2.191339
-2.349501;-0.1009826;2.191337
-2.349502;-0.1009827;2.191337
-2.349502;-0.1009827;2.191337
-1.935093;-0.09925789;2.53969
-1.905868;-0.09662339;2.52237
-1.898982;-0.09614852;2.528709
-1.908814;-0.09716639;2.543936
-1.931386;-0.09913553;2.552624
-1.931386;-0.09913553;2.552624
-1.931386;-0.09913553;2.552624
-1.931386;-0.09913553;2.552624
-1.93168;-0.09940575;2.553185
-1.93168;-0.09940575;2.553185
-1.93168;-0.09940575;2.553185
-1.616327;-0.542029;2.50244
-1.613347;-0.5420231;2.500421
-1.61746;-0.5420101;2.499117
-1.620422;-0.5420309;2.504018
-1.622422;-0.5416766;2.504465
-1.61955;-0.5416493;2.498767
-1.621639;-0.5416314;2.496036
-1.630188;-0.5416366;2.499175
-1.630188;-0.5416366;2.499175
-1.630188;-0.5416366;2.499175
-1.630188;-0.5416366;2.499175
-2.164945;-0.1521443;2.485542
-2.164945;-0.1521443;2.485542
-2.131016;-0.04589841;2.067379
-2.131016;-0.04589841;2.067379
 ; ; 
-2.529023;-0.2048218;1.525203
-2.514352;-0.201728;1.538665
-2.484667;-0.2038292;1.536857
-2.509778;-0.2122957;1.567449
-2.531583;-0.2124989;1.573734
 ; ; 
 ; ; 
 ; ; 
 ; ; 
-2.199871;-0.04934081;2.043905
-2.197576;-0.05054995;2.074774
-2.201083;-0.05022596;2.062822
-2.201083;-0.05022596;2.062822
-2.186568;-0.04960746;2.066992
-2.183211;-0.04991731;2.078426
-2.178922;-0.05007496;2.08753
-2.181461;-0.05078337;2.100673
-2.185171;-0.05152355;2.113063
-2.188534;-0.0518437;2.116183
-2.179626;-0.05172865;2.124859
-2.146525;-0.05005234;2.128225
-2.144518;-0.05008364;2.131501
-2.166115;-0.05237192;2.156919
-2.326725;-0.1141129;2.185413
-2.356008;-0.1233123;2.215174
 ; ; 
-2.363263;-0.1265319;2.214887
-1.908037;-0.09688185;2.526233
-1.912457;-0.09738973;2.536816
-1.907063;-0.09711717;2.548927
-1.92342;-0.09882134;2.575488
-1.932582;-0.09969538;2.584554
-1.934425;-0.09982069;2.582745
-1.93271;-0.09960468;2.577266
-1.921438;-0.09864354;2.564456
-1.928731;-0.09933963;2.571687
-1.940144;-0.1002857;2.572911
-1.949597;-0.1010231;2.570669
-1.949422;-0.1009035;2.563251
-1.952106;-0.1010354;2.557153
-1.941486;-0.1000093;2.545749
-1.949244;-0.100199;2.514641
-2.148658;-0.2921697;2.250261
-2.04056;-0.2429107;2.128613
-2.041304;-0.2353302;2.127824
-2.041304;-0.2353305;2.127824
-1.978566;-0.7282825;1.67796
-1.978566;-0.7282822;1.67796
-2.00413;-0.7249233;1.680965
-2.00413;-0.724923;1.680966
-2.015172;-0.7278738;1.707059
-2.018042;-0.7235812;1.685272
-2.016434;-0.7217096;1.673654
-2.012523;-0.721388;1.668612
-2.022292;-0.7195263;1.666589
-2.043457;-0.7152501;1.660877
-2.056029;-0.7126755;1.657292
-2.036182;-0.7172951;1.665486
-2.070818;-0.7190465;1.704225
-2.087443;-0.7181506;1.713272
-2.087443;-0.7181506;1.713272
-2.087443;-0.7181506;1.713272
-2.087443;-0.7181506;1.713272
-2.512317;-0.2085163;1.558515
-2.512317;-0.2085163;1.558515
-2.490665;-0.2118278;1.560424
-2.530747;-0.204466;1.535163
-2.512372;-0.2060803;1.540946
-2.518991;-0.2046939;1.537658
-2.529593;-0.2034245;1.537946
-2.52381;-0.2039246;1.536751
-2.516484;-0.205672;1.542181
-2.513846;-0.2060299;1.542084
-2.509344;-0.2058596;1.536266
-2.531513;-0.20508;1.553205
 ; ; 
-2.549765;-0.2029313;1.585143
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
 ; ; 
-2.147134;-0.04660629;2.059067
-2.147416;-0.04728287;2.07457
-2.198089;-0.05090283;2.094369
-2.240181;-0.05394602;2.111666
-2.182966;-0.04938707;2.078251
-2.183238;-0.04901807;2.069246
-2.185235;-0.04896057;2.065333
-2.135229;-0.0452559;2.042691
-2.135522;-0.04514651;2.039749
-2.138365;-0.04531434;2.040032
-2.136781;-0.04529144;2.04153
-2.135059;-0.04542451;2.046862
-2.107806;-0.04362795;2.039737
-2.056471;-0.0399273;2.018895
-2.019788;-0.0373093;2.004621
-2.023325;-0.0377807;2.011131
-2.024473;-0.03798415;2.014426
-2.034595;-0.03879496;2.020439
-2.047128;-0.03986403;2.029411
-2.041106;-0.04017305;2.044391
-2.041106;-0.04017305;2.044391
-2.024932;-0.1290196;2.483372
-1.900905;-0.09635963;2.53514
-1.88235;-0.09485026;2.535063
-1.86868;-0.09359053;2.524314
-1.870371;-0.09359339;2.51458
-1.886763;-0.09494226;2.515767
-1.890969;-0.09525685;2.5138
-1.896834;-0.09562722;2.506102
-2.115689;-0.1145565;2.588528
-2.115689;-0.1145565;2.588528
-1.961982;-0.06540643;1.94125
-1.963534;-0.06469622;1.93798
-1.963076;-0.06431223;1.939041
-1.96243;-0.06336658;1.940602
-1.961241;-0.06343646;1.943184
-1.959649;-0.06290989;1.94674
-1.959891;-0.06349963;1.946118
-1.960401;-0.06271592;1.945133
-1.961666;-0.06244208;1.942418
-1.964316;-0.06422937;1.936351
-1.965868;-0.06249338;1.933248
-1.966985;-0.0612298;1.931017
-1.968071;-0.05942179;1.928941
-1.969667;-0.06181222;1.925074
-1.969916;-0.06143048;1.924594
-1.934702;-0.05575691;2.002294
-1.929284;-0.05627441;2.014024
-1.928456;-0.05630858;2.015825
-1.927566;-0.05676199;2.017692
-1.926139;-0.05348554;2.021334
-1.925331;-0.05070047;2.023548
-1.925331;-0.05070047;2.023548
-1.929172;-0.04317641;2.016391
-1.933485;-0.03582811;2.008179
-1.955638;-0.03395551;2.00837
-1.965936;-0.03440779;2.005748
-1.981016;-0.03529838;2.007261
-1.985889;-0.03544886;2.004532
-2.001699;-0.03654544;2.009941
-2.025834;-0.03834853;2.021223
-2.030651;-0.03901953;2.03077
-2.026097;-0.03877588;2.030905
-2.021185;-0.03872982;2.036135
-2.021185;-0.03872982;2.036135
-2.021185;-0.03872982;2.036135
-1.921959;-0.09802195;2.531595
-1.909182;-0.09642006;2.490842
-1.89582;-0.09553207;2.505173
-1.954143;-0.1007972;2.543111
-1.961499;-0.1014549;2.547431
